Unnamed: 0.1,index,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column,alpha,beta
13669,7869,14704,Cn1ccnc1C(=O)[C@@H]([C@H](C=C)\C=C\c2ccccc2)c3ccc(C)c(C)c3,19.526,0.5,0.05,10.1002/anie.201908960,IE,1.1065397257168763,1.1587033597838932
13686,7879,14722,F[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cc(F)cc(F)c3,13.0,0.8,0.1,10.1002/ntls.10021,IE,1.507692307692308,1.7040000000000002
13687,7879,14723,F[C@H](CCN1C(=O)c2ccccc2C1=O)c3cc(F)cc(F)c3,19.6,0.8,0.1,10.1002/ntls.10021,IE,1.507692307692308,1.7040000000000002
13704,7890,14742,s1cccc1C2=C(c3sccc3)[C@]4(C=Nc5ccccc45)c6ccccc26,18.4,0.5,0.05,10.1002/anie.202010164,IE,1.065217391304348,1.0952380952380956
13705,7890,14743,s1cccc1C2=C(c3sccc3)[C@@]4(C=Nc5ccccc45)c6ccccc26,19.6,0.5,0.05,10.1002/anie.202010164,IE,1.065217391304348,1.0952380952380956
13708,7892,14747,Fc1ccc2C[C@@H](NC(=O)c3ccccc3)C(=O)Oc2c1,19.6,0.8,0.3,10.1002/anie.202110286,IE,1.1020408163265305,1.1251956181533649
13709,7892,14746,Fc1ccc2C[C@H](NC(=O)c3ccccc3)C(=O)Oc2c1,21.6,0.8,0.3,10.1002/anie.202110286,IE,1.1020408163265305,1.1251956181533649
13750,7914,14789,O=C1N(CC[C@H](Oc2ccccc2)c3ccccc3)C(=O)c4ccccc14,14.4,0.8,0.1,10.1002/ntls.10021,IE,1.3680555555555556,1.4918793503480277
13751,7914,14790,O=C1N(CC[C@@H](Oc2ccccc2)c3ccccc3)C(=O)c4ccccc14,19.7,0.8,0.1,10.1002/ntls.10021,IE,1.3680555555555556,1.4918793503480277
13752,7915,14791,Cc1ccc2c(c1)[C@@]3(C=Nc4ccccc34)C(=C2c5ccccc5)c6ccccc6,16.5,0.5,0.05,10.1002/anie.202010164,IE,1.193939393939394,1.2990654205607477
13753,7915,14792,Cc1ccc2c(c1)[C@]3(C=Nc4ccccc34)C(=C2c5ccccc5)c6ccccc6,19.7,0.5,0.05,10.1002/anie.202010164,IE,1.193939393939394,1.2990654205607477
13778,7929,14819,CCc1ccc2C[C@@H](NC(C)=O)C(=O)c2c1,19.7,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.16751269035533,1.1964285714285714
13779,7929,14818,CCc1ccc2C[C@H](NC(C)=O)C(=O)c2c1,23.0,1.0,0.2,10.1021/acs.orglett.5b02733,IE,1.16751269035533,1.1964285714285714
13856,7971,14900,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2cccc3ccccc23,19.838,0.8,0.05,10.1038/s41467/020/19807/5,IE,1.27391874180865,1.33516314068957
13857,7971,14899,COC(=O)[C@H](Nc1ccc(OC)cc1)c2cccc3ccccc23,25.272,0.8,0.05,10.1038/s41467/020/19807/5,IE,1.27391874180865,1.33516314068957
13876,7984,14922,F[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Cl)cc3,12.7,0.8,0.1,10.1002/ntls.10021,IE,1.5669291338582676,1.793388429752066
13877,7984,14923,F[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Cl)cc3,19.9,0.8,0.1,10.1002/ntls.10021,IE,1.5669291338582676,1.793388429752066
13878,7985,14924,FC(F)(F)c1ccc(O[C@@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,13.7,0.8,0.1,10.1002/ntls.10021,IE,1.4525547445255471,1.6153846153846152
13879,7985,14925,FC(F)(F)c1ccc(O[C@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,19.9,0.8,0.1,10.1002/ntls.10021,IE,1.4525547445255471,1.6153846153846152
