Unnamed: 0.1,index,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column,alpha,beta
18902,11217,20668,N#Cc1ccc(C[C@@]2(CCc3ccc(nc23)c4ccccc4)C#N)cc1,32.638,1.0,0.03,10.1002/anie.202105452,ASH,1.3946933022856791,1.4331831326921785
18903,11217,20669,N#Cc1ccc(C[C@]2(CCc3ccc(nc23)c4ccccc4)C#N)cc1,45.52,1.0,0.03,10.1002/anie.202105452,ASH,1.3946933022856791,1.4331831326921785
18918,11225,20684,Cn1ccc(NC(=O)[C@@H](CC(=O)c2ccccc2)N3N=CC=CC3=O)n1,22.65,1.0,0.5,10.1016/j.isci.2020.101138,ASH,2.0137748344370863,2.162632911392405
18919,11225,20685,Cn1ccc(NC(=O)[C@H](CC(=O)c2ccccc2)N3N=CC=CC3=O)n1,45.612,1.0,0.5,10.1016/j.isci.2020.101138,ASH,2.0137748344370863,2.162632911392405
19030,11302,20818,Cc1ccccc1COCN2C(=O)[C@@](CO)(\C=C\c3ccccc3)c4ccccc24,48.4,0.8,0.035,10.31635/ccschem.019.20190064,ASH,1.3099173553719008,1.3350083752093802
19031,11302,20817,Cc1ccccc1COCN2C(=O)[C@](CO)(\C=C\c3ccccc3)c4ccccc24,63.4,0.8,0.035,10.31635/ccschem.019.20190064,ASH,1.3099173553719008,1.3350083752093802
19094,11343,20891,CCCCOC(=O)[C@@H](F)CCc1ccccc1,5.0,1.0,0.03,10.1002/anie.201409961,ASH,1.12,1.2857142857142856
19095,11343,20890,CCCCOC(=O)[C@H](F)CCc1ccccc1,5.6,1.0,0.03,10.1002/anie.201409961,ASH,1.12,1.2857142857142856
19162,11383,20965,CC(C)(C)/C=C/[C@H](F)C(=O)OCc1ccccc1,5.2,1.0,0.01,10.1002/anie.201204521,ASH,1.1346153846153846,1.3043478260869563
19163,11383,20964,CC(C)(C)/C=C/[C@@H](F)C(=O)OCc1ccccc1,5.9,1.0,0.01,10.1002/anie.201204521,ASH,1.1346153846153846,1.3043478260869563
19164,11384,20967,Cc1ccc(cc1C)[C@@H]2CCc3ccccc3N2,5.2,0.8,0.15,10.1002/cjoc.202000409,ASH,1.173076923076923,1.5714285714285712
19165,11384,20966,Cc1ccc(cc1C)[C@H]2CCc3ccccc3N2,6.1,0.8,0.15,10.1002/cjoc.202000409,ASH,1.173076923076923,1.5714285714285712
19212,11418,21025,C1C[C@@](CS1)(C\C=C\c2ccccc2)CP(c3ccccc3)c4ccccc4,5.3,1.0,0.05,10.1002/anie.201910917,ASH,1.1132075471698115,1.2500000000000002
19213,11418,21024,C1C[C@](CS1)(C\C=C\c2ccccc2)CP(c3ccccc3)c4ccccc4,5.9,1.0,0.05,10.1002/anie.201910917,ASH,1.1132075471698115,1.2500000000000002
19262,11456,21088,Cc1cccc(c1)[C@@H]2CCc3ccccc3N2,5.4,0.8,0.15,10.1002/cjoc.202000409,ASH,1.648148148148148,2.971830985915493
